Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,CVol
12/8/2016,43775.00,43925.00,925,2.15,"43,922.00","43,927.00","203,149.00",47101
12/9/2016,44300.00,44277.00,352,0.8,"44,274.00","44,280.00","180,182.00",67984
12/12/2016,43880.00,43970.00,-307,-0.69,"43,965.00","43,975.00","124,110.00",188844
12/13/2016,44265.00,44207.00,237,0.54,"44,204.00","44,210.00","78,924.00",150706
12/14/2016,44726.00,44713.00,506,1.14,"44,712.00","44,714.00","181,038.00",98776
12/15/2016,43755.00,43830.00,-883,-1.97,"43,810.00","43,849.00","188,995.00",61045
12/19/2016,44059.00,43972.00,142,0.32,"43,965.00","43,979.00","187,113.00",25872
12/20/2016,44451.00,44384.00,412,0.94,"44,380.00","44,388.00","185,611.00",21801
12/21/2016,44200.00,44182.00,-202,-0.46,"44,174.00","44,190.00","185,418.00",18351
12/22/2016,43720.00,43827.00,-355,-0.8,"43,822.00","43,832.00","188,191.00",20966
12/23/2016,43397.00,43456.00,-371,-0.85,"43,450.00","43,461.00","189,330.00",10993
12/28/2016,44160.00,44230.00,774,1.78,"44,226.00","44,234.00","186,624.00",24488
12/29/2016,44481.00,44562.00,332,0.75,"44,558.00","44,566.00","185,047.00",21974
12/30/2016,44291.00,44306.00,-256,-0.57,"44,301.00","44,310.00","185,381.00",13866
1/3/2017,44871.00,44784.00,478,1.08,"44,781.00","44,786.00","186,862.00",26163
1/4/2017,44435.00,44436.00,-348,-0.78,"44,431.00","44,440.00","190,788.00",38166
1/5/2017,44140.00,44155.00,-281,-0.63,"44,149.00","44,160.00","196,386.00",27831
1/6/2017,45050.00,45035.00,880,1.99,"45,030.00","45,040.00","193,018.00",32721
1/9/2017,44800.00,44754.00,-281,-0.62,"44,750.00","44,757.00","192,265.00",19777
1/10/2017,45527.00,45478.00,724,1.62,"45,469.00","45,487.00","190,458.00",31933
1/11/2017,46260.00,46203.00,725,1.59,"46,195.00","46,211.00","187,695.00",47791
1/12/2017,46200.00,46179.00,-24,-0.05,"46,171.00","46,187.00","186,565.00",36516
1/13/2017,46504.00,46502.00,323,0.7,"46,500.00","46,503.00","185,052.00",27927
1/16/2017,46776.00,46785.00,283,0.61,"46,781.00","46,788.00","183,326.00",18964
1/17/2017,46620.00,46508.00,-277,-0.59,"46,505.00","46,510.00","181,591.00",19403
1/18/2017,46550.00,46524.00,16,0.03,"46,521.00","46,526.00","180,360.00",20349
1/19/2017,46530.00,46445.00,-79,-0.17,"46,436.00","46,453.00","178,506.00",25548
1/20/2017,46240.00,46159.00,-286,-0.62,"46,154.00","46,163.00","178,575.00",21551
1/23/2017,46635.00,46591.00,432,0.94,"46,589.00","46,592.00","177,136.00",22260
1/24/2017,46875.00,46854.00,263,0.56,"46,850.00","46,857.00","174,385.00",22696
1/25/2017,46834.00,46758.00,-96,-0.2,"46,751.00","46,765.00","173,207.00",31251
1/26/2017,46806.00,46843.00,85,0.18,"46,836.00","46,850.00","172,335.00",22244
1/27/2017,46609.00,46510.00,-333,-0.71,"46,501.00","46,519.00","171,080.00",23439
1/30/2017,46120.00,46150.00,-360,-0.77,"46,143.00","46,156.00","170,907.00",21790
1/31/2017,46310.00,46227.00,77,0.17,"46,225.00","46,229.00","168,442.00",23377
2/1/2017,46426.00,46490.00,263,0.57,"46,480.00","46,499.00","168,151.00",22821
2/2/2017,46098.00,46115.00,-375,-0.81,"46,111.00","46,119.00","169,188.00",23656
2/3/2017,45779.00,45676.00,-439,-0.95,"45,669.00","45,682.00","169,848.00",26181
2/6/2017,45525.00,45619.00,-57,-0.12,"45,610.00","45,628.00","167,819.00",20709
2/7/2017,45608.00,45571.00,-48,-0.11,"45,566.00","45,575.00","164,830.00",27040
2/8/2017,45129.00,45106.00,-465,-1.02,"45,102.00","45,109.00","165,756.00",25987
2/9/2017,45263.00,45247.00,141,0.31,"45,245.00","45,249.00","165,814.00",21829
2/10/2017,45960.00,45927.00,680,1.5,"45,918.00","45,936.00","163,332.00",33962
2/13/2017,46125.00,46140.00,213,0.46,"46,133.00","46,147.00","162,639.00",24890
2/14/2017,45554.00,45622.00,-518,-1.12,"45,618.00","45,626.00","165,841.00",26669
2/15/2017,45587.00,45596.00,-26,-0.06,"45,589.00","45,603.00","166,575.00",21899
2/16/2017,45510.00,45579.00,-17,-0.04,"45,575.00","45,582.00","169,398.00",24722
2/17/2017,45130.00,45182.00,-397,-0.87,"45,180.00","45,184.00","167,110.00",27547
2/20/2017,45664.00,45632.00,450,1,"45,630.00","45,634.00","166,547.00",23020
2/21/2017,45709.00,45624.00,-8,-0.02,"45,622.00","45,625.00","167,170.00",21282
2/22/2017,45155.00,45099.00,-525,-1.15,"45,095.00","45,103.00","170,448.00",39517
2/23/2017,45077.00,45142.00,43,0.1,"45,140.00","45,143.00","169,731.00",25134
2/24/2017,44550.00,44635.00,-507,-1.12,"44,631.00","44,639.00","170,930.00",25395
2/27/2017,44438.00,44454.00,-181,-0.41,"44,451.00","44,456.00","171,223.00",24742
2/28/2017,44093.00,44118.00,-336,-0.76,"44,112.00","44,124.00","173,057.00",32079
3/1/2017,44516.00,44590.00,472,1.07,"44,586.00","44,593.00","173,538.00",40620
3/2/2017,44611.00,44750.00,160,0.36,"44,746.00","44,753.00","173,421.00",23137
3/3/2017,44534.00,44530.00,-220,-0.49,"44,525.00","44,534.00","174,192.00",33662
3/6/2017,44251.00,44316.00,-214,-0.48,"44,313.00","44,318.00","175,228.00",24918
3/7/2017,44390.00,44256.00,-60,-0.14,"44,252.00","44,260.00","176,411.00",20694
3/8/2017,44342.00,44344.00,88,0.2,"44,340.00","44,348.00","175,118.00",22863
3/9/2017,43950.00,43925.00,-419,-0.94,"43,923.00","43,927.00","174,099.00",32896
3/10/2017,44261.00,44248.00,323,0.74,"44,243.00","44,253.00","168,203.00",30195
3/13/2017,44717.00,44808.00,560,1.27,"44,801.00","44,815.00","112,912.00",140821
3/14/2017,44600.00,44602.00,-206,-0.46,"44,600.00","44,603.00","64,212.00",183221
3/15/2017,45213.00,45198.00,596,1.34,"45,195.00","45,201.00","184,705.00",62875
3/16/2017,45906.00,45976.00,778,1.72,"45,969.00","45,982.00","187,673.00",59783
3/17/2017,45845.00,45775.00,-201,-0.44,"45,770.00","45,780.00","186,878.00",28881
3/20/2017,45986.00,45992.00,217,0.47,"45,990.00","45,993.00","186,427.00",20607
3/22/2017,45383.00,45338.00,-654,-1.42,"45,335.00","45,341.00","189,167.00",37052
3/23/2017,45391.00,45386.00,48,0.11,"45,382.00","45,390.00","188,993.00",21384
3/24/2017,45124.00,45196.00,-190,-0.42,"45,191.00","45,200.00","189,163.00",14108
3/27/2017,45227.00,45158.00,-38,-0.08,"45,150.00","45,165.00","188,423.00",26264
3/28/2017,45790.00,45715.00,557,1.23,"45,710.00","45,720.00","187,352.00",20687
3/29/2017,46055.00,45997.00,282,0.62,"45,993.00","46,001.00","186,204.00",25982
3/30/2017,45774.00,45826.00,-171,-0.37,"45,822.00","45,830.00","184,145.00",19232
3/31/2017,45751.00,45768.00,-58,-0.13,"45,762.00","45,774.00","182,801.00",28722
4/3/2017,46061.00,46178.00,410,0.9,"46,170.00","46,185.00","181,530.00",33666
4/4/2017,46461.00,46328.00,150,0.32,"46,325.00","46,331.00","179,511.00",32233
4/5/2017,46720.00,46690.00,362,0.78,"46,684.00","46,695.00","179,537.00",28020
4/6/2017,46663.00,46788.00,98,0.21,"46,785.00","46,791.00","179,272.00",26689
4/7/2017,46820.00,46697.00,-91,-0.19,"46,690.00","46,703.00","178,874.00",29128
4/10/2017,47100.00,47091.00,394,0.84,"47,085.00","47,097.00","178,391.00",22372
4/11/2017,47470.00,47334.00,243,0.52,"47,333.00","47,335.00","175,238.00",26353
4/12/2017,47136.00,47262.00,-72,-0.15,"47,260.00","47,264.00","173,954.00",30273
4/13/2017,47369.00,47241.00,-21,-0.04,"47,233.00","47,248.00","172,656.00",24627
4/18/2017,46489.00,46396.00,-845,-1.79,"46,391.00","46,400.00","174,964.00",32499
4/19/2017,46374.00,46303.00,-93,-0.2,"46,300.00","46,306.00","175,293.00",18986
4/20/2017,46220.00,46235.00,-68,-0.15,"46,230.00","46,239.00","175,711.00",21816
4/21/2017,45916.00,46006.00,-229,-0.5,"46,002.00","46,010.00","176,171.00",19415
4/24/2017,46565.00,46709.00,703,1.53,"46,705.00","46,712.00","175,938.00",25912
4/25/2017,46990.00,47014.00,305,0.65,"47,010.00","47,017.00","175,739.00",17714
4/26/2017,47555.00,47530.00,516,1.1,"47,523.00","47,537.00","175,966.00",23146
4/28/2017,47620.00,47543.00,13,0.03,"47,542.00","47,543.00","174,796.00",24587
5/2/2017,47592.00,47577.00,34,0.07,"47,575.00","47,578.00","173,736.00",27733
5/3/2017,47478.00,47364.00,-213,-0.45,"47,363.00","47,365.00","174,135.00",25115
5/4/2017,47110.00,47153.00,-211,-0.45,"47,149.00","47,156.00","174,463.00",21172
5/5/2017,47390.00,47400.00,247,0.52,"47,399.00","47,400.00","173,733.00",24918
5/8/2017,47450.00,47446.00,46,0.1,"47,439.00","47,452.00","173,534.00",20476
5/9/2017,47982.00,47943.00,497,1.05,"47,936.00","47,949.00","171,721.00",22786
5/10/2017,48075.00,47994.00,51,0.11,"47,992.00","47,995.00","171,487.00",18255
5/11/2017,47860.00,47822.00,-172,-0.36,"47,815.00","47,828.00","172,611.00",23567
5/12/2017,47820.00,47763.00,-59,-0.12,"47,756.00","47,769.00","172,622.00",18410
5/15/2017,47795.00,47754.00,-9,-0.02,"47,753.00","47,755.00","172,884.00",19060
5/16/2017,47830.00,47733.00,-21,-0.04,"47,725.00","47,740.00","173,051.00",16432
5/17/2017,47830.00,47776.00,43,0.09,"47,771.00","47,780.00","174,240.00",24902
5/18/2017,48149.00,48068.00,292,0.61,"48,061.00","48,075.00","173,946.00",30430
5/19/2017,48290.00,48250.00,182,0.38,"48,243.00","48,256.00","172,546.00",25641
5/22/2017,48280.00,48267.00,17,0.04,"48,260.00","48,274.00","174,788.00",21323
5/23/2017,48316.00,48292.00,25,0.05,"48,289.00","48,295.00","174,298.00",20432
5/24/2017,47925.00,48057.00,-235,-0.49,"48,050.00","48,063.00","174,730.00",23075
5/25/2017,47770.00,47805.00,-252,-0.52,"47,800.00","47,809.00","172,286.00",22826
5/26/2017,47769.00,47734.00,-71,-0.15,"47,728.00","47,740.00","173,184.00",18520
5/29/2017,47700.00,47715.00,-19,-0.04,"47,710.00","47,719.00","173,693.00",10065
5/30/2017,47835.00,47881.00,166,0.35,"47,876.00","47,885.00","173,974.00",18677
5/31/2017,47165.00,47309.00,-572,-1.19,"47,303.00","47,315.00","175,264.00",34880
6/1/2017,46750.00,46690.00,-619,-1.31,"46,685.00","46,695.00","175,356.00",41047
6/2/2017,46750.00,46690.00,,,"46,685.00","46,695.00","175,356.00",41047
6/5/2017,46471.00,46579.00,-111,-0.24,"46,578.00","46,580.00","177,694.00",29170
6/6/2017,45930.00,46008.00,-571,-1.23,"46,005.00","46,010.00","179,378.00",40386
6/7/2017,45830.00,45908.00,-100,-0.22,"45,902.00","45,914.00","180,063.00",35362
6/8/2017,45825.00,45826.00,-82,-0.18,"45,824.00","45,828.00","179,737.00",30054
6/9/2017,45850.00,45954.00,128,0.28,"45,945.00","45,962.00","180,597.00",25160
6/12/2017,45167.00,45222.00,-732,-1.59,"45,218.00","45,225.00","157,732.00",122612
6/13/2017,45198.00,45279.00,57,0.13,"45,275.00","45,282.00","126,646.00",141489
6/14/2017,45060.00,45090.00,-189,-0.42,"45,085.00","45,095.00","87,287.00",116326
6/15/2017,44969.00,44883.00,-207,-0.46,"44,880.00","44,885.00","141,464.00",74873
6/19/2017,45696.00,45673.00,790,1.76,"45,671.00","45,675.00","141,335.00",38090
6/20/2017,45160.00,45287.00,-386,-0.85,"45,285.00","45,288.00","144,467.00",34903
6/21/2017,45464.00,45526.00,239,0.53,"45,525.00","45,527.00","147,412.00",29481
6/22/2017,45326.00,45239.00,-287,-0.63,"45,237.00","45,240.00","150,077.00",27512
6/23/2017,45704.00,45688.00,449,0.99,"45,687.00","45,688.00","150,034.00",22346
6/26/2017,45461.00,45453.00,-235,-0.51,"45,445.00","45,460.00","151,971.00",24612
6/27/2017,45636.00,45622.00,169,0.37,"45,616.00","45,627.00","150,721.00",19912
6/28/2017,45859.00,45826.00,204,0.45,"45,820.00","45,832.00","149,957.00",21712
6/29/2017,45300.00,45419.00,-407,-0.89,"45,416.00","45,421.00","152,048.00",26623
6/30/2017,45584.00,45682.00,263,0.58,"45,675.00","45,688.00","151,472.00",22183
7/3/2017,46235.00,46300.00,618,1.35,"46,299.00","46,300.00","153,700.00",21777
7/4/2017,46073.00,46084.00,-216,-0.47,"46,080.00","46,088.00","153,447.00",17422
7/5/2017,46481.00,46496.00,412,0.89,"46,493.00","46,499.00","154,241.00",23059
7/6/2017,46220.00,46215.00,-281,-0.6,"46,210.00","46,219.00","155,970.00",23796
7/7/2017,45850.00,45871.00,-344,-0.74,"45,865.00","45,877.00","158,838.00",32403
7/10/2017,46210.00,46185.00,314,0.68,"46,184.00","46,185.00","159,388.00",21965
7/11/2017,46268.00,46381.00,196,0.42,"46,372.00","46,389.00","162,055.00",24453
7/12/2017,46878.00,46871.00,490,1.06,"46,865.00","46,876.00","159,748.00",25089
7/13/2017,47227.00,47224.00,353,0.75,"47,220.00","47,228.00","158,983.00",23008
7/14/2017,47506.00,47487.00,263,0.56,"47,480.00","47,493.00","156,884.00",23787
7/17/2017,47540.00,47670.00,183,0.39,"47,667.00","47,673.00","154,216.00",25318
7/18/2017,47200.00,47121.00,-549,-1.15,"47,117.00","47,124.00","153,660.00",23840
7/19/2017,47905.00,47915.00,794,1.69,"47,911.00","47,919.00","150,519.00",30018
7/20/2017,48130.00,47995.00,80,0.17,"47,990.00","48,000.00","150,313.00",33475
7/21/2017,48100.00,47922.00,-73,-0.15,"47,920.00","47,924.00","149,138.00",31076
7/24/2017,48165.00,48179.00,257,0.54,"48,168.00","48,189.00","147,586.00",23164
7/25/2017,48360.00,48297.00,118,0.24,"48,296.00","48,298.00","147,315.00",33797
7/26/2017,48620.00,48696.00,399,0.83,"48,693.00","48,699.00","147,100.00",28762
7/27/2017,48723.00,48587.00,-109,-0.22,"48,583.00","48,590.00","144,224.00",27943
7/28/2017,48620.00,48587.00,,,"48,580.00","48,594.00","146,083.00",24122
7/31/2017,48920.00,48868.00,281,0.58,"48,865.00","48,870.00","145,557.00",23656
8/1/2017,49040.00,49107.00,239,0.49,"49,100.00","49,113.00","146,165.00",29979
8/2/2017,49061.00,48851.00,-256,-0.52,"48,846.00","48,856.00","145,543.00",24633
8/3/2017,49299.00,49231.00,380,0.78,"49,223.00","49,239.00","147,767.00",21811
8/4/2017,49579.00,49472.00,241,0.49,"49,464.00","49,479.00","146,401.00",19830
8/7/2017,49681.00,49735.00,263,0.53,"49,729.00","49,740.00","146,333.00",20601
8/8/2017,49800.00,49562.00,-173,-0.35,"49,556.00","49,567.00","147,443.00",22756
8/10/2017,49110.00,49289.00,-273,-0.55,"49,287.00","49,290.00","149,775.00",35858
8/11/2017,48683.00,48728.00,-561,-1.14,"48,725.00","48,730.00","150,041.00",35781
8/14/2017,49135.00,49067.00,339,0.7,"49,059.00","49,075.00","149,791.00",26777
8/15/2017,48714.00,48599.00,-468,-0.95,"48,597.00","48,600.00","148,833.00",24288
8/16/2017,49071.00,49120.00,521,1.07,"49,115.00","49,124.00","149,275.00",31921
8/17/2017,49048.00,49048.00,-72,-0.15,"49,045.00","49,050.00","151,423.00",23424
8/18/2017,48980.00,48850.00,-198,-0.4,"48,843.00","48,856.00","151,800.00",21373
8/21/2017,48990.00,48896.00,46,0.09,"48,892.00","48,899.00","151,129.00",21687
8/22/2017,49550.00,49462.00,566,1.16,"49,457.00","49,466.00","153,622.00",23173
8/23/2017,49670.00,49600.00,138,0.28,"49,598.00","49,602.00","155,529.00",29269
8/24/2017,49841.00,49994.00,394,0.79,"49,991.00","49,997.00","159,626.00",31551
8/25/2017,50001.00,50043.00,49,0.1,"50,035.00","50,051.00","163,527.00",22913
8/28/2017,49881.00,49967.00,-76,-0.15,"49,965.00","49,969.00","166,024.00",17735
8/29/2017,49706.00,49753.00,-214,-0.43,"49,750.00","49,756.00","171,650.00",28009
8/30/2017,49400.00,49474.00,-279,-0.56,"49,469.00","49,478.00","172,123.00",25353
8/31/2017,49746.00,49831.00,357,0.72,"49,829.00","49,833.00","174,213.00",23383
9/1/2017,49784.00,49831.00,,,"49,825.00","49,836.00","176,553.00",23723
9/4/2017,49615.00,49614.00,-217,-0.44,"49,607.00","49,621.00","176,849.00",13482
9/5/2017,49528.00,49428.00,-186,-0.37,"49,426.00","49,430.00","178,200.00",18435
9/6/2017,49007.00,48938.00,-490,-0.99,"48,935.00","48,940.00","178,077.00",33524
9/7/2017,49490.00,49375.00,437,0.89,"49,371.00","49,379.00","177,494.00",27438
9/8/2017,49150.00,49169.00,-206,-0.42,"49,165.00","49,173.00","176,054.00",19108
9/11/2017,49561.00,49554.00,385,0.78,"49,552.00","49,555.00","171,403.00",23626
9/12/2017,49858.00,49884.00,330,0.67,"49,879.00","49,888.00","170,828.00",26003
9/13/2017,49763.00,49725.00,-159,-0.32,"49,720.00","49,730.00","166,350.00",29248
9/14/2017,49375.00,49453.00,-272,-0.55,"49,445.00","49,460.00","161,894.00",25714
9/15/2017,49399.00,49295.00,-158,-0.32,"49,290.00","49,300.00","159,292.00",51461
9/18/2017,49600.00,49639.00,344,0.7,"49,634.00","49,643.00","131,288.00",111642
9/19/2017,49599.00,49668.00,29,0.06,"49,660.00","49,676.00","96,123.00",170697
9/20/2017,49599.00,49668.00,,,"49,660.00","49,676.00","96,123.00",170697
9/21/2017,49605.00,49615.00,-53,-0.11,"49,615.00","49,615.00",,54112
9/22/2017,50261.00,50396.00,781,1.57,"50,390.00","50,401.00","124,974.00",33631
9/26/2017,49521.00,49608.00,-788,-1.56,"49,601.00","49,615.00","127,419.00",45299
9/27/2017,49754.00,49790.00,182,0.37,"49,786.00","49,793.00","127,192.00",23333
9/28/2017,49580.00,49623.00,-167,-0.34,"49,620.00","49,625.00","127,135.00",21309
9/29/2017,50226.00,50137.00,514,1.04,"50,135.00","50,139.00","128,362.00",22395
10/2/2017,50367.00,50375.00,238,0.47,"50,370.00","50,379.00","128,196.00",26466
10/3/2017,51065.00,50924.00,549,1.09,"50,918.00","50,929.00","124,216.00",30298
10/4/2017,51330.00,51313.00,389,0.76,"51,310.00","51,315.00","125,261.00",25366
10/5/2017,51630.00,51571.00,258,0.5,"51,566.00","51,576.00","125,763.00",25680
10/6/2017,51800.00,51777.00,206,0.4,"51,774.00","51,780.00","127,925.00",30122
10/9/2017,52118.00,52057.00,280,0.54,"52,054.00","52,060.00","126,924.00",27123
10/10/2017,52125.00,52103.00,46,0.09,"52,097.00","52,108.00","125,280.00",26750
10/11/2017,52070.00,52165.00,62,0.12,"52,161.00","52,168.00","125,671.00",24600
10/12/2017,52099.00,52049.00,-116,-0.22,"52,041.00","52,057.00","128,781.00",23838
10/13/2017,52280.00,52153.00,104,0.2,"52,151.00","52,155.00","127,561.00",20962
10/16/2017,52440.00,52438.00,285,0.55,"52,435.00","52,440.00","126,295.00",21588
10/17/2017,52170.00,52177.00,-261,-0.5,"52,173.00","52,180.00","124,449.00",18080
10/18/2017,52384.00,52406.00,229,0.44,"52,403.00","52,408.00","124,343.00",17755
10/19/2017,52157.00,52189.00,-217,-0.41,"52,186.00","52,191.00","125,726.00",23179
10/20/2017,52370.00,52241.00,52,0.1,"52,236.00","52,245.00","127,986.00",19151
10/23/2017,52200.00,52252.00,11,0.02,"52,245.00","52,259.00","127,309.00",17353
10/24/2017,52315.00,52182.00,-70,-0.13,"52,179.00","52,184.00","128,460.00",17868
10/25/2017,52439.00,52440.00,258,0.49,"52,436.00","52,444.00","128,731.00",16411
10/26/2017,52439.00,52440.00,,,"52,436.00","52,444.00","128,731.00",16411
10/27/2017,53030.00,52996.00,556,1.06,"52,995.00","52,996.00","126,768.00",26247
10/30/2017,52940.00,53029.00,33,0.06,"53,023.00","53,034.00","125,561.00",20702
10/31/2017,53342.00,53186.00,157,0.3,"53,178.00","53,194.00","123,430.00",21245
11/1/2017,53637.00,53581.00,395,0.74,"53,576.00","53,585.00","126,110.00",31915
11/2/2017,53456.00,53381.00,-200,-0.37,"53,373.00","53,389.00","124,829.00",16202
11/3/2017,53750.00,53698.00,317,0.59,"53,693.00","53,703.00","125,120.00",15471
11/6/2017,54187.00,54055.00,357,0.66,"54,051.00","54,058.00","124,315.00",15057
11/7/2017,54231.00,54297.00,242,0.45,"54,293.00","54,300.00","123,962.00",18892
11/8/2017,54138.00,54175.00,-122,-0.22,"54,171.00","54,178.00","124,459.00",19795
11/9/2017,54138.00,54175.00,,,"54,171.00","54,178.00","124,459.00",19795
11/10/2017,53907.00,53841.00,-334,-0.62,"53,833.00","53,848.00","124,546.00",18607
11/13/2017,54040.00,53969.00,128,0.24,"53,965.00","53,973.00","121,911.00",23064
11/14/2017,53605.00,53674.00,-295,-0.55,"53,672.00","53,676.00","122,846.00",25974
11/15/2017,53590.00,53395.00,-279,-0.52,"53,390.00","53,400.00","122,224.00",33359
11/16/2017,53780.00,53758.00,363,0.68,"53,755.00","53,761.00","122,814.00",18483
11/17/2017,54300.00,54273.00,515,0.96,"54,266.00","54,279.00","123,609.00",23053
11/20/2017,54702.00,54640.00,367,0.68,"54,632.00","54,647.00","123,777.00",23674
11/21/2017,55528.00,55441.00,801,1.47,"55,439.00","55,442.00","124,540.00",31903
11/22/2017,54728.00,54847.00,-594,-1.07,"54,844.00","54,850.00","124,180.00",21001
11/23/2017,54350.00,54432.00,-415,-0.76,"54,428.00","54,435.00","124,048.00",19511
11/24/2017,54371.00,54315.00,-117,-0.21,"54,306.00","54,323.00","125,217.00",13115
11/27/2017,54025.00,54101.00,-214,-0.39,"54,097.00","54,104.00","124,939.00",18564
11/28/2017,53982.00,53940.00,-161,-0.3,"53,934.00","53,945.00","123,578.00",22432
11/29/2017,54059.00,54204.00,264,0.49,"54,202.00","54,205.00","123,644.00",26285
11/30/2017,53781.00,53505.00,-699,-1.29,"53,500.00","53,510.00","123,401.00",26298
12/1/2017,53317.00,53143.00,-362,-0.68,"53,137.00","53,149.00","123,960.00",27532
12/4/2017,53027.00,53211.00,68,0.13,"53,207.00","53,215.00","121,405.00",25404
12/5/2017,52575.00,52561.00,-650,-1.22,"52,558.00","52,564.00","119,578.00",29567
12/6/2017,51726.00,51769.00,-792,-1.51,"51,767.00","51,770.00","118,365.00",33815
12/7/2017,51923.00,51774.00,5,0.01,"51,770.00","51,778.00","116,076.00",24527
12/8/2017,51798.00,51833.00,59,0.11,"51,824.00","51,842.00","115,890.00",24258
12/11/2017,51902.00,51807.00,-26,-0.05,"51,794.00","51,819.00","116,439.00",19909
12/12/2017,51462.00,51472.00,-335,-0.65,"51,469.00","51,475.00","115,627.00",20912
12/13/2017,51382.00,51299.00,-173,-0.34,"51,290.00","51,308.00","116,413.00",25598
12/14/2017,51503.00,51624.00,325,0.63,"51,617.00","51,631.00","115,070.00",18967
12/15/2017,51280.00,51055.00,-569,-1.1,"51,052.00","51,058.00","110,031.00",29332
12/18/2017,51130.00,51105.00,50,0.1,"51,095.00","51,114.00","96,993.00",97757
12/19/2017,51213.00,51295.00,190,0.37,"51,288.00","51,301.00","70,653.00",134732
12/20/2017,51328.00,51313.00,18,0.04,"51,311.00","51,315.00","51,915.00",92320
12/21/2017,53067.00,52987.00,"1,674.00",3.26,"52,976.00","52,997.00","88,046.00",60067
12/22/2017,52834.00,52848.00,-139,-0.26,"52,841.00","52,855.00","86,927.00",7655
12/27/2017,52520.00,52663.00,-185,-0.35,"52,655.00","52,671.00","87,714.00",16862
12/28/2017,52663.00,52738.00,75,0.14,"52,716.00","52,760.00","88,051.00",15163
12/29/2017,53090.00,53174.00,436,0.83,"53,161.00","53,187.00","88,415.00",7484
1/2/2018,53619.00,53375.00,201,0.38,"53,374.00","53,375.00","89,595.00",26189
1/3/2018,53405.00,53398.00,23,0.04,"53,390.00","53,405.00","91,052.00",34133
1/4/2018,53124.00,53132.00,-266,-0.5,"53,114.00","53,150.00","96,373.00",37806
1/5/2018,53408.00,53388.00,256,0.48,"53,380.00","53,395.00","97,654.00",18614
1/8/2018,53630.00,53644.00,256,0.48,"53,633.00","53,655.00","99,801.00",19753
1/9/2018,53720.00,53685.00,41,0.08,"53,675.00","53,694.00","100,268.00",20981
1/10/2018,53720.00,53685.00,,,"53,675.00","53,694.00","100,268.00",20981
1/11/2018,53270.00,53308.00,-377,-0.7,"53,303.00","53,313.00","101,284.00",30683
1/12/2018,53848.00,53786.00,478,0.9,"53,777.00","53,795.00","102,509.00",16381
1/15/2018,53796.00,53863.00,77,0.14,"53,856.00","53,870.00","102,148.00",11201
1/16/2018,54276.00,54231.00,368,0.68,"54,226.00","54,236.00","103,438.00",16268
1/17/2018,54470.00,54537.00,306,0.56,"54,531.00","54,542.00","102,588.00",26901
1/18/2018,54338.00,54478.00,-59,-0.11,"54,471.00","54,485.00","102,348.00",18406
1/19/2018,54500.00,54481.00,3,0.01,"54,470.00","54,492.00","102,378.00",14975
1/22/2018,54720.00,54595.00,114,0.21,"54,590.00","54,600.00","101,729.00",18262
1/23/2018,54938.00,54903.00,308,0.56,"54,900.00","54,905.00","102,483.00",15517
1/24/2018,55021.00,54990.00,87,0.16,"54,989.00","54,990.00","102,390.00",13770
1/25/2018,54790.00,54905.00,-85,-0.15,"54,900.00","54,909.00","102,658.00",15537
1/26/2018,54896.00,54917.00,12,0.02,"54,910.00","54,924.00","103,374.00",12609
1/29/2018,54160.00,54219.00,-698,-1.27,"54,214.00","54,223.00","104,255.00",19644
1/30/2018,52985.00,53016.00,"-1,203.00",-2.22,"53,014.00","53,018.00","104,035.00",28967
1/31/2018,52731.00,52852.00,-164,-0.31,"52,851.00","52,852.00","103,987.00",22093
2/1/2018,52600.00,52707.00,-145,-0.27,"52,699.00","52,714.00","103,145.00",30428
2/2/2018,52115.00,52100.00,-607,-1.15,"52,095.00","52,105.00","102,787.00",40371
2/5/2018,50915.00,50580.00,"-1,520.00",-2.92,"50,576.00","50,584.00","103,508.00",45185
2/6/2018,49849.00,50018.00,-562,-1.11,"50,009.00","50,026.00","104,858.00",59175
2/7/2018,50421.00,50249.00,231,0.46,"50,247.00","50,250.00","105,046.00",41760
2/8/2018,49890.00,50002.00,-247,-0.49,"49,992.00","50,011.00","106,144.00",31744
2/9/2018,49240.00,49359.00,-643,-1.29,"49,349.00","49,369.00","107,009.00",34701
2/12/2018,49440.00,49732.00,373,0.76,"49,715.00","49,749.00","106,773.00",31079
2/13/2018,50520.00,50436.00,704,1.42,"50,430.00","50,442.00","104,772.00",26204
2/14/2018,50597.00,50511.00,75,0.15,"50,502.00","50,520.00","104,059.00",33129
2/15/2018,52575.00,52584.00,"2,073.00",4.1,"52,582.00","52,586.00","103,143.00",45317
2/16/2018,52190.00,52108.00,-476,-0.91,"52,101.00","52,114.00","103,237.00",24646
2/19/2018,51700.00,51724.00,-384,-0.74,"51,721.00","51,727.00","104,286.00",14521
2/20/2018,51075.00,50976.00,-748,-1.45,"50,970.00","50,982.00","106,722.00",26771
2/21/2018,51728.00,51737.00,761,1.49,"51,735.00","51,739.00","104,761.00",28883
2/22/2018,51190.00,51177.00,-560,-1.08,"51,168.00","51,186.00","105,667.00",18658
2/23/2018,51726.00,51662.00,485,0.95,"51,654.00","51,669.00","105,704.00",16211
2/26/2018,51800.00,51814.00,152,0.29,"51,807.00","51,820.00","104,643.00",16700
2/27/2018,51995.00,51965.00,151,0.29,"51,955.00","51,975.00","103,941.00",18255
